pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,_has_star_rad,_has_rv_row
HD 214823 b,HD 214823,0,2,1,Radial Velocity,2016,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1854.4,1.1,-1.1,0.0,3.23,0.2,-0.2,0.0,,,,,,,,,6451.949,826.358,-826.358,0.0,20.3,2.6,-2.6,0.0,Msini,0.1641,0.0026,-0.0026,0.0,,,,,,,,,0.0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0,5933.0,,,0.0,2.04,0.15,-0.15,0.0,1.31,0.24,-0.24,0.0,0.14,,,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h40m19.97s,340.0832062,+31d47m15.07s,31.7875183,101.368,0.489,-0.485,8.06,0.03,-0.03,6.64,0.016,-0.016,7.91589,0.000296,-0.000296,2018-09-25,2018-11,2018-09-27,True,True
HD 215152 b,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,5.75999,0.00157,-0.00175,0.0,0.057638,0.000739,-0.000759,0.0,,,,,,,,,1.819,0.501,-0.629,0.0,0.00572319,0.00157631,-0.00197905,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,76.0,-76.0,0.0,0.73,0.018,-0.018,0.0,0.77,0.015,-0.015,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974,0.0488,-0.0485,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,2018-02-20,2018-06,2018-02-22,True,True
HD 215152 c,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,7.28243,0.00451,-0.00827,0.0,0.067393,0.00086,-0.000893,0.0,,,,,,,,,1.72,0.618,-0.725,0.0,0.0054117,0.00194444,-0.00228109,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,76.0,-76.0,0.0,0.73,0.018,-0.018,0.0,0.77,0.015,-0.015,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974,0.0488,-0.0485,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,2018-02-20,2018-06,2018-02-22,True,True
HD 215152 d,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,10.86499,0.00564,-0.00613,0.0,0.08799,0.00113,-0.00116,0.0,,,,,,,,,2.801,0.809,-0.923,0.0,0.00881289,0.00254539,-0.00290407,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,76.0,-76.0,0.0,0.73,0.018,-0.018,0.0,0.77,0.015,-0.015,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974,0.0488,-0.0485,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,2018-02-20,2018-06,2018-02-22,True,True
HD 215152 e,HD 215152,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,25.1967,0.0476,-0.0505,0.0,0.15417,0.00199,-0.00204,0.0,,,,,,,,,2.877,1.063,-1.481,0.0,0.00905201,0.00334456,-0.00465972,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,76.0,-76.0,0.0,0.73,0.018,-0.018,0.0,0.77,0.015,-0.015,0.0,-0.1,0.04,-0.04,0.0,[Fe/H],4.4,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,21.5974,0.0488,-0.0485,8.11,0.03,-0.03,5.775,0.026,-0.026,7.80163,0.000391,-0.000391,2018-02-20,2018-06,2018-02-22,True,True
HD 215497 b,HD 215497,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.93404,0.00066,-0.00066,0.0,0.05,0.0,0.0,0.0,,,,,,,,,6.3566,3.1783,-3.1783,0.0,0.02,0.01,-0.01,0.0,Msini,0.16,0.09,-0.09,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5110.0,108.0,-108.0,0.0,0.85,0.04,-0.04,0.0,0.67,0.33,-0.33,0.0,0.2,,,0.0,[Fe/H],4.4,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h46m36.65s,341.652714,-56d35m59.27s,-56.5997984,40.5468,0.0537,-0.0535,8.96,0.03,-0.03,6.784,0.024,-0.024,8.68605,0.000229,-0.000229,2018-09-04,2017-03,2018-09-06,True,True
HD 216437 b,HD 216437,0,1,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,1334.28,13.07,-13.36,0.0,2.497,0.036,-0.037,0.0,,,,,,,,,706.53609,18.43414,-18.43414,0.0,2.223,0.058,-0.058,0.0,Msini,0.317,0.028,-0.027,0.0,,,,,,,,,0.0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5909.0,31.0,-31.0,0.0,1.394,0.032,-0.032,0.0,1.165,0.046,-0.046,0.0,0.2,0.1,-0.1,0.0,[Fe/H],4.188,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h54m39.35s,343.6639631,-70d04m24.22s,-70.0733957,26.6902,0.0322,-0.0321,6.04,0.03,-0.03,4.518,0.031,-0.031,5.89397,0.0008152,-0.0008152,2019-06-24,2018-08,2019-06-27,True,True
HD 216520 b,HD 216520,0,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,35.466,0.015,-0.016,0.0,0.1954,0.0025,-0.0025,0.0,,,,,,,,,10.36120607,1.14418227,-1.20774795,0.0,0.0326,0.0036,-0.0038,0.0,Msini,0.19,0.13,-0.12,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5160.01,69.53,-69.53,0.0,0.782767,0.014069,-0.014069,0.0,0.791263,0.030002,-0.030002,0.0,-0.124,0.0567,-0.0567,0.0,[Fe/H],4.545306,0.023485,-0.023485,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.552,0.0113,-0.0113,7.53,0.03,-0.03,5.449,0.021,-0.021,7.27896,0.000218,-0.000218,2021-09-20,2021-07,2021-09-20,True,True
HD 216520 c,HD 216520,1,1,2,Radial Velocity,2020,Multiple Observatories,Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,154.43,0.44,-0.44,0.0,0.528,0.01,-0.01,0.0,,,,,,,,,9.44,1.63,-1.63,0.0,0.02970141,0.00512853,-0.00512853,0.0,Msini,0.12,0.08,-0.08,0.0,,,,,,,,,0.0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,,5103.0,20.0,-20.0,0.0,0.76,0.007,-0.007,0.0,0.82,0.04,-0.04,0.0,-0.16,,,0.0,[Fe/H],4.54,0.028,-0.028,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h47m30.45s,341.8768719,+83d41m51.11s,83.6975307,19.552,0.0113,-0.0113,7.53,0.03,-0.03,5.449,0.021,-0.021,7.27896,0.000218,-0.000218,2020-12-10,2021-01,2020-12-17,True,True
HD 216536 b,HD 216536,1,1,1,Radial Velocity,2015,McDonald Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,148.60001,0.7,-0.7,0.0,0.61,0.06,-0.06,0.0,,,,,,,,,333.7215,127.132,-127.132,0.0,1.05,0.4,-0.4,0.0,Msini,0.38,0.11,-0.11,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4639.0,45.0,-45.0,0.0,9.83,1.28,-1.28,0.0,0.81,0.44,-0.44,0.0,-0.17,,,0.0,[Fe/H],2.36,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m03.98s,343.2665641,+44d28m39.83s,44.4777303,376.233,3.7745,-3.7745,9.229,0.003,-0.003,6.496,0.018,-0.018,8.88324,0.000242,-0.000242,2018-09-04,2017-03,2018-09-06,True,True
HD 216770 b,HD 216770,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,118.45,0.55,-0.55,0.0,0.46,0.01,-0.01,0.0,,,,,,,,,181.1631,15.8915,-15.8915,0.0,0.57,0.05,-0.05,0.0,Msini,0.37,0.06,-0.06,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5399.0,18.0,-18.0,0.0,0.93,0.02,-0.02,0.0,0.74,0.07,-0.07,0.0,0.27,,,0.0,[Fe/H],4.37,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h55m53.97s,343.9748751,-26d39m34.30s,-26.6595286,36.6625,0.0984,-0.0979,8.11,0.03,-0.03,6.311,0.021,-0.021,7.91638,0.000508,-0.000508,2018-09-04,2017-03,2018-09-06,True,True
HD 217107 b,HD 217107,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,7.126846,1.3e-05,-1.3e-05,0.0,0.07505,0.00097,-0.00097,0.0,,,,,,,,,449.2338,1.3348,-1.3348,0.0,1.4135,0.0042,-0.0042,0.0,Msini,0.1283,0.0027,-0.0027,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5575.0,126.21,-89.59,0.0,1.19931,0.059975,-0.049381,0.0,0.98,0.146363,-0.097498,0.0,0.28,0.1,-0.1,0.0,[M/H],4.27143,0.07524,-0.070843,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.0619,0.0232,-0.0233,6.155,0.005,-0.005,4.536,0.021,-0.021,5.96401,0.0003877,-0.0003877,2018-04-25,2015-02,2015-01-28,True,True
HD 217107 c,HD 217107,0,1,2,Radial Velocity,2005,Lick Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,5189.0,21.0,-21.0,0.0,6.074,0.08,-0.08,0.0,,,,,,,,,1434.306,22.883,-22.883,0.0,4.513,0.072,-0.072,0.0,Msini,0.3848,0.0086,-0.0086,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5575.0,126.21,-89.59,0.0,1.19931,0.059975,-0.049381,0.0,0.98,0.146363,-0.097498,0.0,0.28,0.1,-0.1,0.0,[M/H],4.27143,0.07524,-0.070843,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,20.0619,0.0232,-0.0233,6.155,0.005,-0.005,4.536,0.021,-0.021,5.96401,0.0003877,-0.0003877,2015-01-28,2015-02,2015-01-28,True,True
HD 217786 b,HD 217786,0,2,2,Radial Velocity,2011,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,1319.0,4.0,-4.0,0.0,2.38,0.04,-0.04,0.0,,,,,,,,,4131.62,254.253,-254.253,0.0,13.0,0.8,-0.8,0.0,Msini,0.4,0.05,-0.05,0.0,,,,,,,,,0.0,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,F8 V,5966.0,65.0,-65.0,0.0,1.27,0.06,-0.06,0.0,1.02,0.03,-0.03,0.0,-0.135,0.043,-0.043,0.0,[Fe/H],4.35,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h03m08.11s,345.7838088,-00d25m49.29s,-0.4303594,55.4847,0.2469,-0.2448,7.78,0.03,-0.03,6.352,0.02,-0.02,7.63573,0.000282,-0.000282,2019-01-28,2011-03,2019-01-31,True,True
HD 218566 b,HD 218566,0,1,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,225.7,0.4,-0.4,0.0,0.6873,0.0008,-0.0008,0.0,,,,,,,,,66.7415,6.35633,-6.35633,0.0,0.21,0.02,-0.02,0.0,Msini,0.3,0.1,-0.1,0.0,,,,,,,,,0.0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,,4820.0,,,0.0,0.86,0.08,-0.08,0.0,0.85,0.03,-0.03,0.0,0.38,,,0.0,[Fe/H],4.81,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h09m11.38s,347.297417,-02d15m40.19s,-2.2611645,28.8274,0.0429,-0.0427,8.6,0.005,-0.005,6.223,0.02,-0.02,8.27432,0.000305,-0.000305,2019-01-28,2011-02,2019-01-31,True,True
HD 219077 b,HD 219077,0,1,1,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,5501.0,130.0,-119.0,0.0,6.22,0.09,-0.09,0.0,,,,,,,,,3302.11,28.6,-28.6,0.0,10.39,0.09,-0.09,0.0,Msini,0.77,0.003,-0.003,0.0,,,,,,,,,0.0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,G8 V,5362.0,18.0,-18.0,0.0,1.91,0.03,-0.03,0.0,1.05,0.02,-0.02,0.0,-0.13,0.01,-0.01,0.0,[Fe/H],4.0,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h14m07.67s,348.5319387,-62d42m06.59s,-62.7018297,29.1864,0.0372,-0.0372,6.12,0.03,-0.03,4.287,8.888,-8.888,5.91597,0.0007371,-0.0007371,2014-05-14,2013-03,2014-05-14,True,True
HD 219134 b,HD 219134,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,3.092926,1e-05,-1e-05,0.0,0.03876,0.00047,-0.00047,0.0,1.602,0.055,-0.055,0.0,0.14292087,0.00490677,-0.00490677,0.0,4.74,0.19,-0.19,0.0,0.01491363,0.0005978,-0.0005978,0.0,Mass,0.0,,,0.0,176.2,5.5,-5.5,0.0,1015.0,8.0,-8.0,0.0,0.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2017-03-14,2017-03,2017-03-16,True,True
HD 219134 c,HD 219134,0,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,6.767,0.004,-0.004,0.0,0.064,0.001,-0.001,0.0,,,,,,,,,2.78,0.61,-0.61,0.0,0.00874681,0.00191927,-0.00191927,0.0,Msini,0.08,0.45,-0.01,0.0,,,,,,,,,0.0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.78,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.63,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2017-03-14,2015-12,2016-01-28,True,True
HD 219134 d,HD 219134,0,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,46.66,0.08,-0.08,0.0,0.233,0.002,-0.002,0.0,,,,,,,,,8.94,1.13,-1.13,0.0,0.02812824,0.00355536,-0.00355536,0.0,Msini,0.46,0.11,-0.11,0.0,,,,,,,,,0.0,<a refstr=MOTALEBI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...584A..72M/abstract target=ref>Motalebi et al. 2015</a>,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.78,0.02,-0.02,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.63,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2017-03-14,2015-12,2016-01-28,True,True
HD 219134 f,HD 219134,1,1,6,Radial Velocity,2015,Multiple Observatories,Published Confirmed,1,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,22.717,0.015,-0.015,0.0,0.1463,0.0018,-0.0018,0.0,1.31,0.02,-0.02,-1.0,0.11687037,0.00178428,-0.00178428,-1.0,7.3,0.4,-0.4,-1.0,0.02296825,0.00125853,-0.00125853,-1.0,Mass,0.148,0.047,-0.047,0.0,12.38,0.38,-0.38,0.0,522.6,4.1,-4.1,0.0,0.0,<a refstr=GILLON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017NatAs...1E..56G/abstract target=ref>Gillon et al. 2017</a>,,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0.0,0.11,0.04,-0.04,0.0,[Fe/H],4.567,0.018,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2017-03-14,2017-03,2017-03-16,True,True
HD 219134 g,HD 219134,1,1,6,Radial Velocity,2015,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,94.2,0.2,-0.2,0.0,0.3753,0.0004,-0.0004,0.0,,,,,,,,,10.80622,1.27132,-1.27132,0.0,0.034,0.004,-0.004,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,K3 V,4913.0,,,0.0,0.77,0.02,-0.02,0.0,0.794,0.037,-0.022,0.0,0.08,,,0.0,[Fe/H],4.51,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2015-11-18,2015-11,2015-11-19,True,True
HD 219134 h,HD 219134,1,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,2247.0,43.0,-43.0,0.0,3.11,0.04,-0.04,0.0,,,,,,,,,108.0622,6.3566,-6.3566,0.0,0.34,0.02,-0.02,0.0,Msini,0.06,0.04,-0.04,0.0,,,,,,,,,0.0,<a refstr=VOGT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814...12V/abstract target=ref>Vogt et al. 2015</a>,K3 V,4913.0,,,0.0,0.77,0.02,-0.02,0.0,0.794,0.037,-0.022,0.0,0.08,,,0.0,[Fe/H],4.51,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,2015-11-18,2015-11,2015-11-19,True,True
